Code,Indicator Name,Short definition,Long definition,Source,Topic,Periodicity,Base Period,Aggregation method,Statistical concept and methodology,Development relevance,Limitations and exceptions,General comments,Other notes
LO.LLECE.MAT6.FE,LLECE: Mean performance on the mathematics scale for 6th grade students. Female,Average score on the 6th grade mathematics assessment for female students. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Average score on the 6th grade mathematics assessment for female students. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Latin American Laboratory for Assessment of the Quality of Education (LLECE),Learning Outcomes,,,,,,,,
LO.LLECE.MAT6.MA,LLECE: Mean performance on the mathematics scale for 6th grade students. Male,Average score on the 6th grade mathematics assessment for male students. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Average score on the 6th grade mathematics assessment for male students. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Latin American Laboratory for Assessment of the Quality of Education (LLECE),Learning Outcomes,,,,,,,,
LO.LLECE.MAT6,LLECE: Mean performance on the mathematics scale for 6th grade students. Total,Average score on the 6th grade mathematics assessment. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Average score on the 6th grade mathematics assessment. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Latin American Laboratory for Assessment of the Quality of Education (LLECE),Learning Outcomes,,,,,,,,
LO.LLECE.REA3.FE,LLECE: Mean performance on the reading scale for 3rd grade students. Female,Average score on the 3rd grade reading assessment for female students. 1997 scores were calculated on a scale with a mean of 250 points and a standard deviation of 50 points. 2006 scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. 2006 scores are not comparable with 1997 scores. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Average score on the 3rd grade reading assessment for female students. 1997 scores were calculated on a scale with a mean of 250 points and a standard deviation of 50 points. 2006 scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. 2006 scores are not comparable with 1997 scores. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Latin American Laboratory for Assessment of the Quality of Education (LLECE),Learning Outcomes,,,,,,,,
LO.LLECE.REA3.MA,LLECE: Mean performance on the reading scale for 3rd grade students. Male,Average score on the 3rd grade reading assessment for male students. 1997 scores were calculated on a scale with a mean of 250 points and a standard deviation of 50 points. 2006 scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. 2006 scores are not comparable with 1997 scores. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Average score on the 3rd grade reading assessment for male students. 1997 scores were calculated on a scale with a mean of 250 points and a standard deviation of 50 points. 2006 scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. 2006 scores are not comparable with 1997 scores. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Latin American Laboratory for Assessment of the Quality of Education (LLECE),Learning Outcomes,,,,,,,,
LO.LLECE.REA3,LLECE: Mean performance on the reading scale for 3rd grade students. Total,Average score on the 3rd grade reading assessment. 1997 scores were calculated on a scale with a mean of 250 points and a standard deviation of 50 points. 2006 scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. 2006 scores are not comparable with 1997 scores. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Average score on the 3rd grade reading assessment. 1997 scores were calculated on a scale with a mean of 250 points and a standard deviation of 50 points. 2006 scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. 2006 scores are not comparable with 1997 scores. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Latin American Laboratory for Assessment of the Quality of Education (LLECE),Learning Outcomes,,,,,,,,
LO.LLECE.REA4,LLECE: Mean performance on the reading scale for 4th grade students. Total,Average score on the 4th grade reading assessment. 1997 means were calculated on a scale with a mean of 250 points and a standard deviation of 50 points. 4th grade students were only assessed in 1997. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Average score on the 4th grade reading assessment. 1997 means were calculated on a scale with a mean of 250 points and a standard deviation of 50 points. 4th grade students were only assessed in 1997. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Latin American Laboratory for Assessment of the Quality of Education (LLECE),Learning Outcomes,,,,,,,,
LO.LLECE.REA6.FE,LLECE: Mean performance on the reading scale for 6th grade students. Female,Average score on the 6th grade reading assessment for female students. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Average score on the 6th grade reading assessment for female students. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Latin American Laboratory for Assessment of the Quality of Education (LLECE),Learning Outcomes,,,,,,,,
LO.LLECE.REA6.MA,LLECE: Mean performance on the reading scale for 6th grade students. Male,Average score on the 6th grade reading assessment for male students. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Average score on the 6th grade reading assessment for male students. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Latin American Laboratory for Assessment of the Quality of Education (LLECE),Learning Outcomes,,,,,,,,
LO.LLECE.REA6,LLECE: Mean performance on the reading scale for 6th grade students. Total,Average score on the 6th grade reading assessment. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Average score on the 6th grade reading assessment. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Latin American Laboratory for Assessment of the Quality of Education (LLECE),Learning Outcomes,,,,,,,,
LO.LLECE.SCI6.FE,LLECE: Mean performance on the science scale for 6th grade students. Female,Average score on the 6th grade science assessment for female students. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Average score on the 6th grade science assessment for female students. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Latin American Laboratory for Assessment of the Quality of Education (LLECE),Learning Outcomes,,,,,,,,
LO.LLECE.SCI6.MA,LLECE: Mean performance on the science scale for 6th grade students. Male,Average score on the 6th grade science assessment for male students. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Average score on the 6th grade science assessment for male students. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Latin American Laboratory for Assessment of the Quality of Education (LLECE),Learning Outcomes,,,,,,,,
LO.LLECE.SCI6,LLECE: Mean performance on the science scale for 6th grade students. Total,Average score on the 6th grade science assessment. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Average score on the 6th grade science assessment. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/,Latin American Laboratory for Assessment of the Quality of Education (LLECE),Learning Outcomes,,,,,,,,
LO.PASEC.REA.2.L0,PASEC: 2nd grade students by language proficiency level (%). Below Level 1,Percentage of 2nd grade students scoring below 399.1 on the PASEC reading scale. Pupils below Level 1 do not display the competencies measured by the PASEC reading test. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Percentage of 2nd grade students scoring below 399.1 on the PASEC reading scale. Pupils below Level 1 do not display the competencies measured by the PASEC reading test. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
LO.PASEC.REA.2.L1,PASEC: 2nd grade students by language proficiency level (%). Level 1,"Percentage of 2nd grade students scoring at least 399.1 but not higher than 469.5 on the PASEC reading scale. Students at proficiency level 1 are classified as Early Readers who have not reached the Sufficient Competency Threshold. Students at this level are able to understand very short and familiar oral messages to recognize familiar objects. They have great difficulty decoding written language and performing graphophonological identification (letters, syllables, graphemes and phonemes). Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/","Percentage of 2nd grade students scoring at least 399.1 but not higher than 469.5 on the PASEC reading scale. Students at proficiency level 1 are classified as Early Readers who have not reached the Sufficient Competency Threshold. Students at this level are able to understand very short and familiar oral messages to recognize familiar objects. They have great difficulty decoding written language and performing graphophonological identification (letters, syllables, graphemes and phonemes). Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/",Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
LO.PASEC.REA.2.L2,PASEC: 2nd grade students by language proficiency level (%). Level 2,"Percentage of 2nd grade students scoring at least 469.5 but not higher than 540 on the PASEC reading scale. Students at proficiency level 2 are classified as Emerging Readers who have not reached the Sufficient Competency Threshold. These students are in the process of developing the first basic links between the oral and written language. They can perform basic graphophonological decoding, recognition and identification tasks (letters, syllables, graphemes and phonemes). Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/","Percentage of 2nd grade students scoring at least 469.5 but not higher than 540 on the PASEC reading scale. Students at proficiency level 2 are classified as Emerging Readers who have not reached the Sufficient Competency Threshold. These students are in the process of developing the first basic links between the oral and written language. They can perform basic graphophonological decoding, recognition and identification tasks (letters, syllables, graphemes and phonemes). Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/",Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
LO.PASEC.REA.2.L3,PASEC: 2nd grade students by language proficiency level (%). Level 3,"Percentage of 2nd grade students scoring at least 540 but not higher than 610.4 on the PASEC reading scale. Students at proficiency level 3 are classified as Novice Readers who have reached the Sufficient Competency Threshold. These students have demonstrated their skills at written language decoding, listening comprehension and reading comprehension. They are able to identify the meaning of isolated words in reading comprehension, and in listening comprehension, they are able to understand explicit information in a short passage containing familiar vocabulary. They have developed links between oral and written language thus improving their decoding skills and expanding their vocabulary. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/","Percentage of 2nd grade students scoring at least 540 but not higher than 610.4 on the PASEC reading scale. Students at proficiency level 3 are classified as Novice Readers who have reached the Sufficient Competency Threshold. These students have demonstrated their skills at written language decoding, listening comprehension and reading comprehension. They are able to identify the meaning of isolated words in reading comprehension, and in listening comprehension, they are able to understand explicit information in a short passage containing familiar vocabulary. They have developed links between oral and written language thus improving their decoding skills and expanding their vocabulary. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/",Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
LO.PASEC.REA.2.L4,PASEC: 2nd grade students by language proficiency level (%). Level 4,"Percentage of 2nd grade students scoring at least 610.4 on the PASEC reading scale. Students at proficiency level 4 are classified as Intermediate Readers who have reached the Sufficient Competency Threshold. These students have acquired written language decoding and listening comprehension competencies that enable them to understand explicit information in words, sentences and short passages. They can combine their decoding skills and their mastery of the oral language to grasp the literal meaning of a short passage. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/","Percentage of 2nd grade students scoring at least 610.4 on the PASEC reading scale. Students at proficiency level 4 are classified as Intermediate Readers who have reached the Sufficient Competency Threshold. These students have acquired written language decoding and listening comprehension competencies that enable them to understand explicit information in words, sentences and short passages. They can combine their decoding skills and their mastery of the oral language to grasp the literal meaning of a short passage. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/",Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
LO.PASEC.MAT.2.L0,PASEC: 2nd grade students by mathematics proficiency level (%). Below Level 1,Percentage of 2nd grade students scoring below 400.3 on the PASEC mathematics scale. Pupils below level 1 do not display the competencies measured by this test. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Percentage of 2nd grade students scoring below 400.3 on the PASEC mathematics scale. Pupils below level 1 do not display the competencies measured by this test. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
LO.PASEC.MAT.2.L1,PASEC: 2nd grade students by mathematics proficiency level (%). Level 1,"Percentage of 2nd grade students scoring at least 400.3 but lower than 489 on the PASEC mathematics scale. Students at Level 1 have not passed the Sufficient Competency Threshold, but they have developed their knowledge of the mathematical language and mastered the first concepts of quantity (quantification, comparison) with objects and numbers under twenty. They can appraise the relative size of objects, recognize simple geometric shapes. They have developed an awareness of the first concepts of spatial orientation (inside, outside). Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/","Percentage of 2nd grade students scoring at least 400.3 but lower than 489 on the PASEC mathematics scale. Students at Level 1 have not passed the Sufficient Competency Threshold, but they have developed their knowledge of the mathematical language and mastered the first concepts of quantity (quantification, comparison) with objects and numbers under twenty. They can appraise the relative size of objects, recognize simple geometric shapes. They have developed an awareness of the first concepts of spatial orientation (inside, outside). Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/",Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
LO.PASEC.MAT.2.L2,PASEC: 2nd grade students by mathematics proficiency level (%). Level 2,"Percentage of 2nd grade students scoring at least 489 but lower than 577.7 on the PASEC mathematics scale. Students at Level 2 have passed the Sufficient Competency Threshold. Pupils can recognize numbers up to one hundred, compare them, complete logical series and perform operations (sums and subtractions) with numbers under fifty. They have developed awareness of spatial orientation (below, above, beside). They have begun to develop an ability to solve basic problems with numbers under twenty using reasoning skills. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/","Percentage of 2nd grade students scoring at least 489 but lower than 577.7 on the PASEC mathematics scale. Students at Level 2 have passed the Sufficient Competency Threshold. Pupils can recognize numbers up to one hundred, compare them, complete logical series and perform operations (sums and subtractions) with numbers under fifty. They have developed awareness of spatial orientation (below, above, beside). They have begun to develop an ability to solve basic problems with numbers under twenty using reasoning skills. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/",Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
LO.PASEC.MAT.2.L3,PASEC: 2nd grade students by mathematics proficiency level (%). Level 3,"Percentage of 2nd grade students scoring at least 577.7 on the PASEC mathematics scale. Students at Level 3 have passed the Sufficient Competency Threshold. Students at this level have mastered the oral number sequence (counting up to sixty in two minutes) and are able to compare numbers, complete logical series and perform operations (sums and subtractions) with numbers over fifty. They can solve basic problems with numbers under twenty using reasoning skills. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/","Percentage of 2nd grade students scoring at least 577.7 on the PASEC mathematics scale. Students at Level 3 have passed the Sufficient Competency Threshold. Students at this level have mastered the oral number sequence (counting up to sixty in two minutes) and are able to compare numbers, complete logical series and perform operations (sums and subtractions) with numbers over fifty. They can solve basic problems with numbers under twenty using reasoning skills. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/",Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
LO.PASEC.FRE5.HIG.FE,PASEC: Female 5th grade students reaching the Knowledge Base Rate on the French language scale (%),Share of female students scoring at least 40 percent on the PASEC French language exam. The Knowledge Base Rate is the minimum learning goal based on the programs of the level selected and appropriate to the scale of the tests used. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Share of female students scoring at least 40 percent on the PASEC French language exam. The Knowledge Base Rate is the minimum learning goal based on the programs of the level selected and appropriate to the scale of the tests used. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
LO.PASEC.FRE5.HIG.MA,PASEC: Male 5th grade students reaching the Knowledge Base Rate on the French language scale (%),Share of male students scoring at least 40 percent on the PASEC French language exam. The Knowledge Base Rate is the minimum learning goal based on the programs of the level selected and appropriate to the scale of the tests used. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Share of male students scoring at least 40 percent on the PASEC French language exam. The Knowledge Base Rate is the minimum learning goal based on the programs of the level selected and appropriate to the scale of the tests used. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
LO.PASEC.FRE5.HIG,PASEC: 5th grade students reaching the Knowledge Base Rate on the French language scale (%),Share of students scoring at least 40 percent on the PASEC French language exam. The Knowledge Base Rate is the minimum learning goal based on the programs of the level selected and appropriate to the scale of the tests used. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Share of students scoring at least 40 percent on the PASEC French language exam. The Knowledge Base Rate is the minimum learning goal based on the programs of the level selected and appropriate to the scale of the tests used. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
LO.PASEC.MAT5.HIG.FE,PASEC: Female 5th grade students reaching the Knowledge Base Rate on the mathematics scale (%),Share of female students scoring at least 40 percent on the PASEC mathematics exam. The Knowledge Base Rate is the minimum learning goal based on the programs of the level selected and appropriate to the scale of the tests used. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Share of female students scoring at least 40 percent on the PASEC mathematics exam. The Knowledge Base Rate is the minimum learning goal based on the programs of the level selected and appropriate to the scale of the tests used. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
LO.PASEC.MAT5.HIG.MA,PASEC: Male 5th grade students reaching the Knowledge Base Rate on the mathematics scale (%),Share of male students scoring at least 40 percent on the PASEC mathematics exam. The Knowledge Base Rate is the minimum learning goal based on the programs of the level selected and appropriate to the scale of the tests used. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Share of male students scoring at least 40 percent on the PASEC mathematics exam. The Knowledge Base Rate is the minimum learning goal based on the programs of the level selected and appropriate to the scale of the tests used. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
LO.PASEC.MAT5.HIG,PASEC: 5th grade students reaching the Knowledge Base Rate on the mathematics scale (%),Share of students scoring at least 40 percent on the PASEC mathematics exam. The Knowledge Base Rate is the minimum learning goal based on the programs of the level selected and appropriate to the scale of the tests used. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Share of students scoring at least 40 percent on the PASEC mathematics exam. The Knowledge Base Rate is the minimum learning goal based on the programs of the level selected and appropriate to the scale of the tests used. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
LO.PASEC.FRE5.LO.FE,PASEC: Female 5th grade students below the Failure Rate on the French language scale (%),Share of female students scoring less than 25 percent on the PASEC French language exam. The Failure Rate is the score a pupil could obtain by completing the PASEC test randomly. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Share of female students scoring less than 25 percent on the PASEC French language exam. The Failure Rate is the score a pupil could obtain by completing the PASEC test randomly. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
LO.PASEC.FRE5.LO.MA,PASEC: Male 5th grade students below the Failure Rate on the French language scale (%),Share of male students scoring less than 25 percent on the PASEC French language exam. The Failure Rate is the score a pupil could obtain by completing the PASEC test randomly. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Share of male students scoring less than 25 percent on the PASEC French language exam. The Failure Rate is the score a pupil could obtain by completing the PASEC test randomly. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
LO.PASEC.FRE5.LO,PASEC: 5th grade students below the Failure Rate on the French language scale (%),Share of students scoring less than 25 percent on the PASEC French language exam. The Failure Rate is the score a pupil could obtain by completing the PASEC test randomly. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Share of students scoring less than 25 percent on the PASEC French language exam. The Failure Rate is the score a pupil could obtain by completing the PASEC test randomly. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
LO.PASEC.MAT5.LO.FE,PASEC: Female 5th grade students below the Failure Rate on the mathematics scale (%),Share of female students scoring less than 25 percent on the PASEC mathematics exam. The Failure Rate is the score a pupil could obtain by completing the PASEC test randomly. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Share of female students scoring less than 25 percent on the PASEC mathematics exam. The Failure Rate is the score a pupil could obtain by completing the PASEC test randomly. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,,,,,,,
